0,0.34581333870995645,0.657332
1,0.29973835720553588,0.399052
2,0.26665297474207572,0.374544
3,0.24252986874089197,0.338404
4,0.22885229828010853,0.332908
5,0.2203570862883828,0.320892
6,0.20944893311106313,0.320548
7,0.2028435870813847,0.322564
8,0.19546064505296992,0.33034
9,0.1896118410115584,0.337156
10,0.18509203770794733,0.326376
11,0.18092612148044865,0.32662
12,0.17889305216840645,0.330448
13,0.17571394063190962,0.329708
14,0.17443653238370835,0.33122
15,0.17375564343731117,0.329784
16,0.17280321499310297,0.329444
17,0.17212857213403965,0.32964
18,0.17146222447710605,0.330944
19,0.17076304961250993,0.330524
20,0.17018057574800835,0.329984
21,0.1696539176585814,0.329876
22,0.16890329678036151,0.329856
23,0.16804777989819839,0.329704
24,0.16706752536376912,0.33042
25,0.16655609572611776,
26,0.16609874547369768,
27,0.16551372046389634,
28,0.16505103897851192,
29,0.16460400352258528,
30,0.16421363246525189,
31,0.16387241786785572,
32,0.16362999351985658,
33,0.1633500566854246,
34,0.16316845111106829,
35,0.16296849670771951,
36,0.16282094230632718,
37,0.16272861437872183
([41, 61, 47, 60, 37, 48, 45, 55, 11, 73, 50, 4, 89, 52, 44, 58, 34, 22, 83, 63, 12, 0, 7, 3, 2, 32, 13, 67, 76, 43, 71, 54, 16, 21, 64, 82, 62, 57])
